,user_id,gender,occupation,zipcode,age_desc,occ_desc
1363,1364,FEMALE,2,97214,45-49,ARTIST
1364,1365,FEMALE,10,61665,UNDER 18,K-12 STUDENT
1365,1366,MALE,10,89509,UNDER 18,K-12 STUDENT
1366,1367,MALE,12,53707,25-34,PROGRAMMER
1367,1368,FEMALE,3,50266,25-34,CLERICAL/ADMIN
1368,1369,MALE,5,12308,25-34,CUSTOMER SERVICE
1369,1370,MALE,2,92821,35-44,ARTIST
1370,1371,FEMALE,2,60657,50-55,ARTIST
1371,1372,MALE,10,95123,UNDER 18,K-12 STUDENT
1372,1373,FEMALE,1,55104,25-34,ACADEMIC/EDUCATOR
1373,1374,MALE,1,91403,50-55,ACADEMIC/EDUCATOR
1374,1375,FEMALE,5,95136,45-49,CUSTOMER SERVICE
1375,1376,FEMALE,1,32750,45-49,ACADEMIC/EDUCATOR
1376,1377,MALE,16,65270,35-44,SELF-EMPLOYED
1377,1378,FEMALE,7,21044,45-49,EXECUTIVE/MANAGERIAL
1378,1379,FEMALE,13,93448,56+,RETIRED
1379,1380,MALE,10,58078,UNDER 18,K-12 STUDENT
1380,1381,MALE,11,89170,18-24,LAWYER
1381,1382,FEMALE,1,92100,45-49,ACADEMIC/EDUCATOR
1382,1383,FEMALE,7,19806,25-34,EXECUTIVE/MANAGERIAL
1383,1384,MALE,10,98058,18-24,K-12 STUDENT
1384,1385,FEMALE,5,90262,25-34,CUSTOMER SERVICE
1385,1386,FEMALE,0,07026,25-34,OTHER OR NOT SPECIFIED
1386,1387,FEMALE,13,94702,50-55,RETIRED
1387,1388,MALE,20,87107,56+,WRITER
1388,1389,MALE,17,19801,25-34,TECHNICIAN/ENGINEER
1389,1390,MALE,16,99352,35-44,SELF-EMPLOYED
1390,1391,MALE,15,20723,35-44,SCIENTIST
1391,1392,MALE,3,90006,45-49,CLERICAL/ADMIN
1392,1393,MALE,4,06430,18-24,COLLEGE/GRAD STUDENT
1393,1394,FEMALE,3,94117,25-34,CLERICAL/ADMIN
1394,1395,MALE,2,07026,25-34,ARTIST
1395,1396,FEMALE,12,94530,25-34,PROGRAMMER
1396,1397,MALE,7,55901,35-44,EXECUTIVE/MANAGERIAL
1397,1398,FEMALE,16,94904,56+,SELF-EMPLOYED
1398,1399,MALE,17,10804,18-24,TECHNICIAN/ENGINEER
1399,1400,MALE,7,92130,25-34,EXECUTIVE/MANAGERIAL
1400,1401,FEMALE,1,94578,18-24,ACADEMIC/EDUCATOR
1401,1402,MALE,4,90601,18-24,COLLEGE/GRAD STUDENT
1402,1403,FEMALE,0,53713,25-34,OTHER OR NOT SPECIFIED
1403,1404,MALE,16,91360,50-55,SELF-EMPLOYED
1404,1405,MALE,13,33445,56+,RETIRED
1405,1406,MALE,4,91911,25-34,COLLEGE/GRAD STUDENT
1406,1407,FEMALE,15,53704,35-44,SCIENTIST
1407,1408,MALE,0,90046,25-34,OTHER OR NOT SPECIFIED
1408,1409,MALE,4,97215,18-24,COLLEGE/GRAD STUDENT
1409,1410,MALE,7,94404,50-55,EXECUTIVE/MANAGERIAL
1410,1411,MALE,1,08107,35-44,ACADEMIC/EDUCATOR
1411,1412,MALE,17,94089,25-34,TECHNICIAN/ENGINEER
1412,1413,MALE,3,98122,18-24,CLERICAL/ADMIN
1413,1414,MALE,4,85035,18-24,COLLEGE/GRAD STUDENT
1414,1415,MALE,14,22901,45-49,SALES/MARKETING
1415,1416,MALE,14,98101,25-34,SALES/MARKETING
1416,1417,MALE,16,10472,35-44,SELF-EMPLOYED
1417,1418,MALE,4,48197,18-24,COLLEGE/GRAD STUDENT
1418,1419,FEMALE,1,95336,25-34,ACADEMIC/EDUCATOR
1419,1420,MALE,4,01375,18-24,COLLEGE/GRAD STUDENT
1420,1421,FEMALE,10,53704,UNDER 18,K-12 STUDENT
1421,1422,MALE,17,55934,35-44,TECHNICIAN/ENGINEER
1422,1423,MALE,4,08540,25-34,COLLEGE/GRAD STUDENT
1423,1424,MALE,0,28209,35-44,OTHER OR NOT SPECIFIED
1424,1425,MALE,10,08872,UNDER 18,K-12 STUDENT
1425,1426,MALE,14,94070,18-24,SALES/MARKETING
1426,1427,MALE,12,21401,25-34,PROGRAMMER
1427,1428,FEMALE,11,40204,45-49,LAWYER
1428,1429,FEMALE,3,11229,35-44,CLERICAL/ADMIN
1429,1430,MALE,4,97215,18-24,COLLEGE/GRAD STUDENT
1430,1431,MALE,6,91011,56+,DOCTOR/HEALTH CARE
1431,1432,MALE,1,94549,35-44,ACADEMIC/EDUCATOR
1432,1433,FEMALE,14,49505,18-24,SALES/MARKETING
1433,1434,FEMALE,10,495321,UNDER 18,K-12 STUDENT
1434,1435,MALE,14,48103,25-34,SALES/MARKETING
1435,1436,FEMALE,6,97005,50-55,DOCTOR/HEALTH CARE
1436,1437,MALE,3,89102,50-55,CLERICAL/ADMIN
1437,1438,MALE,2,21222,18-24,ARTIST
1438,1439,MALE,3,98037,35-44,CLERICAL/ADMIN
1439,1440,MALE,12,94520,35-44,PROGRAMMER
1440,1441,MALE,16,54729,35-44,SELF-EMPLOYED
1441,1442,MALE,2,12345,18-24,ARTIST
1442,1443,MALE,2,98055,35-44,ARTIST
1443,1444,FEMALE,4,91106,25-34,COLLEGE/GRAD STUDENT
1444,1445,MALE,2,98109,25-34,ARTIST
1445,1446,MALE,12,10128,35-44,PROGRAMMER
1446,1447,MALE,4,80521,18-24,COLLEGE/GRAD STUDENT
1447,1448,FEMALE,3,17522,25-34,CLERICAL/ADMIN
1448,1449,MALE,20,17112,35-44,WRITER
1449,1450,MALE,4,94704,18-24,COLLEGE/GRAD STUDENT
1450,1451,MALE,20,90012,35-44,WRITER
1451,1452,FEMALE,13,90732,56+,RETIRED
1452,1453,MALE,14,19444,25-34,SALES/MARKETING
1453,1454,MALE,4,93117,18-24,COLLEGE/GRAD STUDENT
1454,1455,FEMALE,0,92126,45-49,OTHER OR NOT SPECIFIED
1455,1456,MALE,2,98074,25-34,ARTIST
1456,1457,MALE,1,95472,25-34,ACADEMIC/EDUCATOR
1457,1458,MALE,0,08055,UNDER 18,OTHER OR NOT SPECIFIED
1458,1459,FEMALE,0,80027,25-34,OTHER OR NOT SPECIFIED
1459,1460,FEMALE,4,95132,18-24,COLLEGE/GRAD STUDENT
1460,1461,FEMALE,0,94115,45-49,OTHER OR NOT SPECIFIED
1461,1462,MALE,16,95405,35-44,SELF-EMPLOYED
1462,1463,MALE,16,92612-3417,50-55,SELF-EMPLOYED
1463,1464,MALE,12,75063,35-44,PROGRAMMER
1464,1465,MALE,16,93003,50-55,SELF-EMPLOYED
1465,1466,MALE,4,29201,18-24,COLLEGE/GRAD STUDENT
1466,1467,MALE,5,97007,25-34,CUSTOMER SERVICE
1467,1468,MALE,14,19147,UNDER 18,SALES/MARKETING
1468,1469,MALE,20,95420,56+,WRITER
1469,1470,MALE,4,94118,18-24,COLLEGE/GRAD STUDENT
1470,1471,MALE,17,11106,25-34,TECHNICIAN/ENGINEER
1471,1472,MALE,7,90248,25-34,EXECUTIVE/MANAGERIAL
1472,1473,MALE,14,06511,25-34,SALES/MARKETING
1473,1474,MALE,4,98115,25-34,COLLEGE/GRAD STUDENT
1474,1475,FEMALE,2,75075,25-34,ARTIST
1475,1476,FEMALE,0,91030,18-24,OTHER OR NOT SPECIFIED
1476,1477,FEMALE,1,90601,45-49,ACADEMIC/EDUCATOR
1477,1478,MALE,10,92620,UNDER 18,K-12 STUDENT
1478,1479,FEMALE,2,94501,50-55,ARTIST
1479,1480,MALE,20,91367,25-34,WRITER
1480,1481,MALE,17,77096,35-44,TECHNICIAN/ENGINEER
1481,1482,MALE,7,94132,25-34,EXECUTIVE/MANAGERIAL
1482,1483,MALE,4,54481,18-24,COLLEGE/GRAD STUDENT
1483,1484,MALE,12,07054,25-34,PROGRAMMER
1484,1485,FEMALE,9,80538,25-34,HOMEMAKER
1485,1486,MALE,16,90638,25-34,SELF-EMPLOYED
1486,1487,MALE,7,07644,35-44,EXECUTIVE/MANAGERIAL
1487,1488,MALE,7,94538,25-34,EXECUTIVE/MANAGERIAL
1488,1489,FEMALE,2,60201,35-44,ARTIST
1489,1490,MALE,7,90505,50-55,EXECUTIVE/MANAGERIAL
1490,1491,MALE,4,06511,18-24,COLLEGE/GRAD STUDENT
1491,1492,MALE,12,98102,25-34,PROGRAMMER
1492,1493,FEMALE,14,60657,25-34,SALES/MARKETING
1493,1494,MALE,17,38104,25-34,TECHNICIAN/ENGINEER
1494,1495,MALE,0,77341,18-24,OTHER OR NOT SPECIFIED
1495,1496,MALE,17,94108,25-34,TECHNICIAN/ENGINEER
1496,1497,MALE,5,80220,50-55,CUSTOMER SERVICE
1497,1498,MALE,4,02139,18-24,COLLEGE/GRAD STUDENT
1498,1499,MALE,10,19343,UNDER 18,K-12 STUDENT
1499,1500,MALE,17,98115,25-34,TECHNICIAN/ENGINEER
1500,1501,MALE,11,75801,25-34,LAWYER
1501,1502,MALE,4,12188,18-24,COLLEGE/GRAD STUDENT
1502,1503,MALE,12,92688,25-34,PROGRAMMER
1503,1504,MALE,19,22030,18-24,UNEMPLOYED
1504,1505,MALE,11,90041,50-55,LAWYER
1505,1506,MALE,7,08550,25-34,EXECUTIVE/MANAGERIAL
1506,1507,MALE,17,95476,35-44,TECHNICIAN/ENGINEER
1507,1508,FEMALE,10,94539,UNDER 18,K-12 STUDENT
1508,1509,MALE,0,11803,UNDER 18,OTHER OR NOT SPECIFIED
1509,1510,FEMALE,1,48067,25-34,ACADEMIC/EDUCATOR
1510,1511,MALE,12,08902,35-44,PROGRAMMER
1511,1512,MALE,20,11102,25-34,WRITER
1512,1513,FEMALE,16,95003,35-44,SELF-EMPLOYED
1513,1514,MALE,4,97215,18-24,COLLEGE/GRAD STUDENT
1514,1515,MALE,16,48324,25-34,SELF-EMPLOYED
1515,1516,FEMALE,12,53154,25-34,PROGRAMMER
1516,1517,MALE,0,10002,18-24,OTHER OR NOT SPECIFIED
1517,1518,MALE,2,95831,25-34,ARTIST
1518,1519,MALE,4,38120,18-24,COLLEGE/GRAD STUDENT
1519,1520,MALE,17,94506,25-34,TECHNICIAN/ENGINEER
1520,1521,FEMALE,7,08902,25-34,EXECUTIVE/MANAGERIAL
1521,1522,MALE,20,10025,35-44,WRITER
1522,1523,MALE,17,95209,25-34,TECHNICIAN/ENGINEER
1523,1524,MALE,4,06459,18-24,COLLEGE/GRAD STUDENT
1524,1525,FEMALE,16,94706,25-34,SELF-EMPLOYED
1525,1526,MALE,17,80538,56+,TECHNICIAN/ENGINEER
1526,1527,MALE,10,78230,18-24,K-12 STUDENT
1527,1528,MALE,15,94903,25-34,SCIENTIST
1528,1529,MALE,4,97266,18-24,COLLEGE/GRAD STUDENT
1529,1530,MALE,4,53711,25-34,COLLEGE/GRAD STUDENT
1530,1531,MALE,17,60462,45-49,TECHNICIAN/ENGINEER
1531,1532,MALE,14,43613,18-24,SALES/MARKETING
1532,1533,MALE,1,71711,45-49,ACADEMIC/EDUCATOR
1533,1534,MALE,12,12184,50-55,PROGRAMMER
1534,1535,FEMALE,20,90036,18-24,WRITER
1535,1536,FEMALE,3,83001,35-44,CLERICAL/ADMIN
1536,1537,MALE,20,02446,18-24,WRITER
1537,1538,MALE,3,22601,25-34,CLERICAL/ADMIN
1538,1539,MALE,3,02359,25-34,CLERICAL/ADMIN
1539,1540,MALE,0,97214,45-49,OTHER OR NOT SPECIFIED
1540,1541,MALE,17,23464-3016,56+,TECHNICIAN/ENGINEER
1541,1542,MALE,17,12054,18-24,TECHNICIAN/ENGINEER
1542,1543,MALE,11,10549,25-34,LAWYER
1543,1544,MALE,12,63146,25-34,PROGRAMMER
1544,1545,MALE,20,20009,25-34,WRITER
1545,1546,MALE,4,22903,25-34,COLLEGE/GRAD STUDENT
1546,1547,MALE,13,02115,56+,RETIRED
1547,1548,MALE,1,53703,35-44,ACADEMIC/EDUCATOR
1548,1549,MALE,6,20901,35-44,DOCTOR/HEALTH CARE
1549,1550,MALE,4,11580,18-24,COLLEGE/GRAD STUDENT
1550,1551,MALE,11,20008,25-34,LAWYER
1551,1552,MALE,20,10021,45-49,WRITER
1552,1553,FEMALE,15,64116,25-34,SCIENTIST
1553,1554,FEMALE,12,17013,35-44,PROGRAMMER
1554,1555,FEMALE,0,20008,18-24,OTHER OR NOT SPECIFIED
1555,1556,MALE,4,48073,18-24,COLLEGE/GRAD STUDENT
1556,1557,FEMALE,4,10039,18-24,COLLEGE/GRAD STUDENT
1557,1558,MALE,6,60611,18-24,DOCTOR/HEALTH CARE
1558,1559,MALE,8,10014,35-44,FARMER
1559,1560,FEMALE,3,85226,25-34,CLERICAL/ADMIN
1560,1561,FEMALE,4,11214,18-24,COLLEGE/GRAD STUDENT
1561,1562,MALE,20,43611,18-24,WRITER
1562,1563,FEMALE,10,87123,UNDER 18,K-12 STUDENT
1563,1564,MALE,1,01096,50-55,ACADEMIC/EDUCATOR
1564,1565,MALE,17,78731,45-49,TECHNICIAN/ENGINEER
1565,1566,MALE,16,77550,35-44,SELF-EMPLOYED
1566,1567,MALE,12,06511,25-34,PROGRAMMER
1567,1568,FEMALE,10,94086,UNDER 18,K-12 STUDENT
1568,1569,FEMALE,13,07701,56+,RETIRED
1569,1570,MALE,17,75093,18-24,TECHNICIAN/ENGINEER
1570,1571,MALE,20,98033,25-34,WRITER
1571,1572,FEMALE,3,02155,25-34,CLERICAL/ADMIN
1572,1573,MALE,0,77479,UNDER 18,OTHER OR NOT SPECIFIED
1573,1574,MALE,6,81007,25-34,DOCTOR/HEALTH CARE
1574,1575,FEMALE,7,94949,50-55,EXECUTIVE/MANAGERIAL
1575,1576,FEMALE,9,85202,45-49,HOMEMAKER
1576,1577,MALE,0,72227-5733,56+,OTHER OR NOT SPECIFIED
1577,1578,MALE,4,22201,18-24,COLLEGE/GRAD STUDENT
1578,1579,MALE,0,60201,25-34,OTHER OR NOT SPECIFIED
1579,1580,FEMALE,4,76201,18-24,COLLEGE/GRAD STUDENT
1580,1581,FEMALE,4,10003,18-24,COLLEGE/GRAD STUDENT
1581,1582,MALE,0,10705,18-24,OTHER OR NOT SPECIFIED
1582,1583,MALE,6,94115,35-44,DOCTOR/HEALTH CARE
1583,1584,MALE,19,45701,25-34,UNEMPLOYED
1584,1585,MALE,20,92315,56+,WRITER
1585,1586,MALE,7,77351,45-49,EXECUTIVE/MANAGERIAL
1586,1587,FEMALE,3,30308,25-34,CLERICAL/ADMIN
1587,1588,MALE,11,22043,25-34,LAWYER
1588,1589,MALE,0,95136,25-34,OTHER OR NOT SPECIFIED
1589,1590,MALE,1,95003,35-44,ACADEMIC/EDUCATOR
1590,1591,MALE,7,26501,50-55,EXECUTIVE/MANAGERIAL
1591,1592,MALE,7,50111,35-44,EXECUTIVE/MANAGERIAL
1592,1593,MALE,16,78411,25-34,SELF-EMPLOYED
1593,1594,FEMALE,20,10013,35-44,WRITER
1594,1595,MALE,1,92683-1892,35-44,ACADEMIC/EDUCATOR
1595,1596,FEMALE,5,48108,18-24,CUSTOMER SERVICE
1596,1597,MALE,12,10002,25-34,PROGRAMMER
1597,1598,MALE,13,76548,35-44,RETIRED
1598,1599,MALE,0,92646,25-34,OTHER OR NOT SPECIFIED
1599,1600,MALE,7,08234,35-44,EXECUTIVE/MANAGERIAL
1600,1601,MALE,12,83001,25-34,PROGRAMMER
1601,1602,FEMALE,7,10562,25-34,EXECUTIVE/MANAGERIAL
1602,1603,FEMALE,0,13326,25-34,OTHER OR NOT SPECIFIED
1603,1604,MALE,11,50111,25-34,LAWYER
1604,1605,FEMALE,0,28270,18-24,OTHER OR NOT SPECIFIED
1605,1606,FEMALE,3,55405,35-44,CLERICAL/ADMIN
1606,1607,MALE,1,02135,45-49,ACADEMIC/EDUCATOR
1607,1608,MALE,11,75230,25-34,LAWYER
1608,1609,FEMALE,9,06830,35-44,HOMEMAKER
1609,1610,MALE,11,55555,25-34,LAWYER
1610,1611,MALE,0,03867,25-34,OTHER OR NOT SPECIFIED
1611,1612,MALE,17,11354,25-34,TECHNICIAN/ENGINEER
1612,1613,MALE,20,61801,18-24,WRITER
1613,1614,MALE,0,90027,35-44,OTHER OR NOT SPECIFIED
1614,1615,FEMALE,7,10022,45-49,EXECUTIVE/MANAGERIAL
1615,1616,MALE,0,16101,25-34,OTHER OR NOT SPECIFIED
1616,1617,MALE,12,44060,25-34,PROGRAMMER
1617,1618,MALE,0,44139,50-55,OTHER OR NOT SPECIFIED
1618,1619,MALE,3,48843,50-55,CLERICAL/ADMIN
1619,1620,MALE,20,48009,25-34,WRITER
1620,1621,MALE,4,11423,25-34,COLLEGE/GRAD STUDENT
1621,1622,MALE,4,53715,18-24,COLLEGE/GRAD STUDENT
1622,1623,MALE,15,07746,50-55,SCIENTIST
1623,1624,MALE,0,06810,25-34,OTHER OR NOT SPECIFIED
1624,1625,MALE,0,04330,45-49,OTHER OR NOT SPECIFIED
1625,1626,MALE,4,10010,18-24,COLLEGE/GRAD STUDENT
1626,1627,MALE,17,91505,18-24,TECHNICIAN/ENGINEER
1627,1628,MALE,20,90028,18-24,WRITER
1628,1629,MALE,4,10003,18-24,COLLEGE/GRAD STUDENT
1629,1630,MALE,17,91355,45-49,TECHNICIAN/ENGINEER
1630,1631,FEMALE,0,94514,50-55,OTHER OR NOT SPECIFIED
1631,1632,MALE,16,94120,25-34,SELF-EMPLOYED
1632,1633,FEMALE,7,99701,45-49,EXECUTIVE/MANAGERIAL
1633,1634,FEMALE,0,38340,56+,OTHER OR NOT SPECIFIED
1634,1635,MALE,0,97212,25-34,OTHER OR NOT SPECIFIED
1635,1636,FEMALE,19,60612,25-34,UNEMPLOYED
1636,1637,MALE,0,90049,56+,OTHER OR NOT SPECIFIED
1637,1638,FEMALE,17,95405,18-24,TECHNICIAN/ENGINEER
1638,1639,MALE,17,95405,25-34,TECHNICIAN/ENGINEER
1639,1640,MALE,17,95610,35-44,TECHNICIAN/ENGINEER
1640,1641,MALE,0,95819,25-34,OTHER OR NOT SPECIFIED
1641,1642,MALE,13,62002,50-55,RETIRED
1642,1643,MALE,2,90813,45-49,ARTIST
1643,1644,MALE,12,90210,18-24,PROGRAMMER
1644,1645,FEMALE,9,62225,18-24,HOMEMAKER
1645,1646,MALE,20,90046,25-34,WRITER
1646,1647,MALE,18,98118,18-24,TRADESMAN/CRAFTSMAN
1647,1648,MALE,14,85202,50-55,SALES/MARKETING
1648,1649,MALE,19,98034,18-24,UNEMPLOYED
1649,1650,MALE,19,94607,25-34,UNEMPLOYED
1650,1651,MALE,12,94520,25-34,PROGRAMMER
1651,1652,MALE,16,98208,25-34,SELF-EMPLOYED
1652,1653,MALE,0,94044,18-24,OTHER OR NOT SPECIFIED
1653,1654,FEMALE,0,94114,45-49,OTHER OR NOT SPECIFIED
1654,1655,MALE,4,94507,18-24,COLLEGE/GRAD STUDENT
1655,1656,MALE,17,94122,25-34,TECHNICIAN/ENGINEER
1656,1657,FEMALE,0,10022,45-49,OTHER OR NOT SPECIFIED
1657,1658,FEMALE,6,94214,35-44,DOCTOR/HEALTH CARE
1658,1659,FEMALE,9,99703,18-24,HOMEMAKER
1659,1660,FEMALE,2,94577,25-34,ARTIST
1660,1661,MALE,7,80526,35-44,EXECUTIVE/MANAGERIAL
1661,1662,MALE,12,94121,25-34,PROGRAMMER
1662,1663,MALE,4,77845,18-24,COLLEGE/GRAD STUDENT
1663,1664,FEMALE,4,76707,18-24,COLLEGE/GRAD STUDENT
1664,1665,MALE,17,87505,45-49,TECHNICIAN/ENGINEER
1665,1666,MALE,14,15241,25-34,SALES/MARKETING
1666,1667,MALE,16,98516,50-55,SELF-EMPLOYED
1667,1668,MALE,2,95602,35-44,ARTIST
1668,1669,FEMALE,17,75006,25-34,TECHNICIAN/ENGINEER
1669,1670,FEMALE,13,95320,56+,RETIRED
1670,1671,MALE,0,98368,35-44,OTHER OR NOT SPECIFIED
1671,1672,MALE,17,93933,25-34,TECHNICIAN/ENGINEER
1672,1673,MALE,10,98043-3621,UNDER 18,K-12 STUDENT
1673,1674,MALE,2,95816,35-44,ARTIST
1674,1675,FEMALE,6,97116,25-34,DOCTOR/HEALTH CARE
1675,1676,MALE,4,91301,18-24,COLLEGE/GRAD STUDENT
1676,1677,MALE,14,97123,18-24,SALES/MARKETING
1677,1678,FEMALE,17,97070,18-24,TECHNICIAN/ENGINEER
1678,1679,MALE,12,98052,25-34,PROGRAMMER
1679,1680,MALE,20,95380,25-34,WRITER
1680,1681,MALE,4,78705,18-24,COLLEGE/GRAD STUDENT
1681,1682,MALE,2,98102,25-34,ARTIST
1682,1683,FEMALE,7,98109,25-34,EXECUTIVE/MANAGERIAL
1683,1684,MALE,3,85226,18-24,CLERICAL/ADMIN
1684,1685,MALE,12,95833,35-44,PROGRAMMER
1685,1686,MALE,12,94062,35-44,PROGRAMMER
1686,1687,MALE,3,85013,25-34,CLERICAL/ADMIN
1687,1688,FEMALE,4,34243,18-24,COLLEGE/GRAD STUDENT
1688,1689,MALE,5,98465,35-44,CUSTOMER SERVICE
1689,1690,MALE,16,98029,35-44,SELF-EMPLOYED
1690,1691,FEMALE,17,85301,25-34,TECHNICIAN/ENGINEER
1691,1692,MALE,20,97333,35-44,WRITER
1692,1693,MALE,12,98684,25-34,PROGRAMMER
1693,1694,MALE,12,98116,25-34,PROGRAMMER
1694,1695,MALE,1,97206,25-34,ACADEMIC/EDUCATOR
1695,1696,MALE,7,95765,35-44,EXECUTIVE/MANAGERIAL
1696,1697,FEMALE,4,98052,18-24,COLLEGE/GRAD STUDENT
1697,1698,MALE,2,97214,35-44,ARTIST
1698,1699,FEMALE,19,98102,25-34,UNEMPLOYED
1699,1700,MALE,20,98119,25-34,WRITER
1700,1701,FEMALE,4,97233,25-34,COLLEGE/GRAD STUDENT
1701,1702,MALE,10,97303,18-24,K-12 STUDENT
1702,1703,MALE,15,77047,18-24,SCIENTIST
1703,1704,MALE,4,98926,25-34,COLLEGE/GRAD STUDENT
1704,1705,FEMALE,4,85033,18-24,COLLEGE/GRAD STUDENT
1705,1706,MALE,20,19134,25-34,WRITER
1706,1707,MALE,1,95070,50-55,ACADEMIC/EDUCATOR
1707,1708,MALE,0,64106,25-34,OTHER OR NOT SPECIFIED
1708,1709,MALE,0,73147,25-34,OTHER OR NOT SPECIFIED
1709,1710,MALE,0,94530,18-24,OTHER OR NOT SPECIFIED
1710,1711,FEMALE,4,30134,18-24,COLLEGE/GRAD STUDENT
1711,1712,MALE,0,73003,25-34,OTHER OR NOT SPECIFIED
1712,1713,MALE,0,47421,25-34,OTHER OR NOT SPECIFIED
1713,1714,MALE,17,43212,25-34,TECHNICIAN/ENGINEER
1714,1715,MALE,16,53406,25-34,SELF-EMPLOYED
1715,1716,MALE,0,43229,25-34,OTHER OR NOT SPECIFIED
1716,1717,FEMALE,6,30307,50-55,DOCTOR/HEALTH CARE
1717,1718,MALE,4,43235,18-24,COLLEGE/GRAD STUDENT
1718,1719,MALE,16,60523,18-24,SELF-EMPLOYED
1719,1720,MALE,4,94720,18-24,COLLEGE/GRAD STUDENT
1720,1721,MALE,19,70043,18-24,UNEMPLOYED
1721,1722,MALE,0,72058,35-44,OTHER OR NOT SPECIFIED
1722,1723,MALE,17,60103,35-44,TECHNICIAN/ENGINEER
1723,1724,MALE,4,00961,18-24,COLLEGE/GRAD STUDENT
1724,1725,MALE,19,67218,18-24,UNEMPLOYED
1725,1726,MALE,2,60160,25-34,ARTIST
1726,1727,MALE,16,50317,35-44,SELF-EMPLOYED
1727,1728,MALE,4,11710-1641,18-24,COLLEGE/GRAD STUDENT
1728,1729,MALE,7,53715,25-34,EXECUTIVE/MANAGERIAL
1729,1730,FEMALE,4,60137,18-24,COLLEGE/GRAD STUDENT
1730,1731,FEMALE,0,91601,18-24,OTHER OR NOT SPECIFIED
1731,1732,MALE,4,13655,18-24,COLLEGE/GRAD STUDENT
1732,1733,MALE,14,43725,18-24,SALES/MARKETING
1733,1734,MALE,17,94602,45-49,TECHNICIAN/ENGINEER
1734,1735,MALE,20,30605,18-24,WRITER
1735,1736,MALE,8,00606,56+,FARMER
1736,1737,MALE,20,46614,35-44,WRITER
1737,1738,MALE,16,30034,35-44,SELF-EMPLOYED
1738,1739,MALE,16,77079,56+,SELF-EMPLOYED
1739,1740,MALE,1,96153,56+,ACADEMIC/EDUCATOR
1740,1741,MALE,7,91107,35-44,EXECUTIVE/MANAGERIAL
1741,1742,MALE,15,08109,25-34,SCIENTIST
1742,1743,MALE,17,77566,35-44,TECHNICIAN/ENGINEER
1743,1744,MALE,12,50325,35-44,PROGRAMMER
1744,1745,MALE,0,94114,45-49,OTHER OR NOT SPECIFIED
1745,1746,MALE,4,33157,25-34,COLLEGE/GRAD STUDENT
1746,1747,MALE,0,90638,25-34,OTHER OR NOT SPECIFIED
1747,1748,MALE,1,04240,50-55,ACADEMIC/EDUCATOR
1748,1749,MALE,2,10040,25-34,ARTIST
1749,1750,MALE,5,10128,50-55,CUSTOMER SERVICE
1750,1751,MALE,20,77024,35-44,WRITER
1751,1752,MALE,3,96813,25-34,CLERICAL/ADMIN
1752,1753,MALE,6,90803,35-44,DOCTOR/HEALTH CARE
1753,1754,MALE,19,27028,18-24,UNEMPLOYED
1754,1755,FEMALE,4,77005,18-24,COLLEGE/GRAD STUDENT
1755,1756,FEMALE,1,75149,25-34,ACADEMIC/EDUCATOR
1756,1757,MALE,4,75206,25-34,COLLEGE/GRAD STUDENT
1757,1758,FEMALE,0,33067-1400,25-34,OTHER OR NOT SPECIFIED
1758,1759,MALE,16,22112,25-34,SELF-EMPLOYED
1759,1760,FEMALE,3,90016,25-34,CLERICAL/ADMIN
1760,1761,MALE,0,72058,35-44,OTHER OR NOT SPECIFIED
1761,1762,MALE,14,75230,25-34,SALES/MARKETING
1762,1763,MALE,7,76248,35-44,EXECUTIVE/MANAGERIAL
1763,1764,MALE,0,75149,18-24,OTHER OR NOT SPECIFIED
1764,1765,MALE,4,13655,18-24,COLLEGE/GRAD STUDENT
1765,1766,FEMALE,0,94566,45-49,OTHER OR NOT SPECIFIED
1766,1767,MALE,20,75205,25-34,WRITER
1767,1768,MALE,16,75067,45-49,SELF-EMPLOYED
1768,1769,MALE,17,75240,25-34,TECHNICIAN/ENGINEER
1769,1770,MALE,16,79605,35-44,SELF-EMPLOYED
1770,1771,MALE,17,75044,25-34,TECHNICIAN/ENGINEER
1771,1772,MALE,2,90680,56+,ARTIST
1772,1773,MALE,4,07030,18-24,COLLEGE/GRAD STUDENT
1773,1774,MALE,17,99003,25-34,TECHNICIAN/ENGINEER
1774,1775,MALE,4,70115,25-34,COLLEGE/GRAD STUDENT
1775,1776,MALE,0,45801,25-34,OTHER OR NOT SPECIFIED
1776,1777,MALE,20,17022,25-34,WRITER
1777,1778,MALE,4,94704,18-24,COLLEGE/GRAD STUDENT
1778,1779,MALE,1,78133,18-24,ACADEMIC/EDUCATOR
1779,1780,MALE,1,22181,35-44,ACADEMIC/EDUCATOR
1780,1781,FEMALE,0,08009,35-44,OTHER OR NOT SPECIFIED
1781,1782,MALE,0,23454,45-49,OTHER OR NOT SPECIFIED
1782,1783,MALE,4,10027,18-24,COLLEGE/GRAD STUDENT
1783,1784,MALE,20,18104,18-24,WRITER
1784,1785,MALE,4,04901,18-24,COLLEGE/GRAD STUDENT
1785,1786,MALE,1,85721,45-49,ACADEMIC/EDUCATOR
1786,1787,MALE,8,90210,18-24,FARMER
1787,1788,MALE,2,19104,45-49,ARTIST
1788,1789,MALE,10,19116,UNDER 18,K-12 STUDENT
1789,1790,MALE,0,19152,25-34,OTHER OR NOT SPECIFIED
1790,1791,MALE,4,19146,18-24,COLLEGE/GRAD STUDENT
1791,1792,FEMALE,2,53523,25-34,ARTIST
