,movie_id,title,genres
735,745,"CLOSE SHAVE, A (1995)",COMEDY
735,745,"CLOSE SHAVE, A (1995)",THRILLER
736,746,FORCE OF EVIL (1948),FILM-NOIR
737,747,"STUPIDS, THE (1996)",COMEDY
738,748,"ARRIVAL, THE (1996)",ACTION
738,748,"ARRIVAL, THE (1996)",SCI-FI
738,748,"ARRIVAL, THE (1996)",THRILLER
739,749,"MAN FROM DOWN UNDER, THE (1943)",DRAMA
740,750,DR. STRANGELOVE OR: HOW I LEARNED TO STOP WORRYING AND LOVE THE BOMB (1963),SCI-FI
740,750,DR. STRANGELOVE OR: HOW I LEARNED TO STOP WORRYING AND LOVE THE BOMB (1963),WAR
741,751,CAREFUL (1992),COMEDY
742,752,VERMONT IS FOR LOVERS (1992),COMEDY
742,752,VERMONT IS FOR LOVERS (1992),ROMANCE
743,753,"MONTH BY THE LAKE, A (1995)",COMEDY
743,753,"MONTH BY THE LAKE, A (1995)",DRAMA
744,754,GOLD DIGGERS: THE SECRET OF BEAR MOUNTAIN (1995),ADVENTURE
744,754,GOLD DIGGERS: THE SECRET OF BEAR MOUNTAIN (1995),CHILDREN'S
745,755,KIM (1950),CHILDREN'S
745,755,KIM (1950),DRAMA
746,756,CARMEN MIRANDA: BANANAS IS MY BUSINESS (1994),DOCUMENTARY
747,757,ASHES OF TIME (1994),DRAMA
748,758,"JAR, THE (KHOMREH) (1992)",DRAMA
749,759,MAYA LIN: A STRONG CLEAR VISION (1994),DOCUMENTARY
750,760,STALINGRAD (1993),WAR
751,761,"PHANTOM, THE (1996)",ADVENTURE
752,762,STRIPTEASE (1996),COMEDY
752,762,STRIPTEASE (1996),CRIME
753,763,"LAST OF THE HIGH KINGS, THE (A.K.A. SUMMER FLING) (1996)",DRAMA
754,764,HEAVY (1995),DRAMA
754,764,HEAVY (1995),ROMANCE
755,765,JACK (1996),COMEDY
755,765,JACK (1996),DRAMA
756,766,I SHOT ANDY WARHOL (1996),DRAMA
757,767,"GRASS HARP, THE (1995)",DRAMA
758,768,SOMEONE ELSE'S AMERICA (1995),DRAMA
759,769,MARLENE DIETRICH: SHADOW AND LIGHT (1996),DOCUMENTARY
760,770,COSTA BRAVA (1946),DRAMA
761,771,"VIE EST BELLE, LA (LIFE IS ROSEY) (1987)",COMEDY
761,771,"VIE EST BELLE, LA (LIFE IS ROSEY) (1987)",DRAMA
762,772,QUARTIER MOZART (1992),COMEDY
763,773,TOUKI BOUKI (JOURNEY OF THE HYENA) (1973),DRAMA
764,774,WEND KUUNI (GOD'S GIFT) (1982),DRAMA
765,775,SPIRITS OF THE DEAD (TRE PASSI NEL DELIRIO) (1968),HORROR
766,776,BABYFEVER (1994),COMEDY
766,776,BABYFEVER (1994),DRAMA
767,777,PHARAOH'S ARMY (1995),WAR
768,778,TRAINSPOTTING (1996),DRAMA
769,779,'TIL THERE WAS YOU (1997),DRAMA
769,779,'TIL THERE WAS YOU (1997),ROMANCE
770,780,INDEPENDENCE DAY (ID4) (1996),ACTION
770,780,INDEPENDENCE DAY (ID4) (1996),SCI-FI
770,780,INDEPENDENCE DAY (ID4) (1996),WAR
771,781,STEALING BEAUTY (1996),DRAMA
772,782,"FAN, THE (1996)",THRILLER
773,783,"HUNCHBACK OF NOTRE DAME, THE (1996)",ANIMATION
773,783,"HUNCHBACK OF NOTRE DAME, THE (1996)",CHILDREN'S
773,783,"HUNCHBACK OF NOTRE DAME, THE (1996)",MUSICAL
774,784,"CABLE GUY, THE (1996)",COMEDY
775,785,KINGPIN (1996),COMEDY
776,786,ERASER (1996),ACTION
776,786,ERASER (1996),THRILLER
777,787,"GATE OF HEAVENLY PEACE, THE (1995)",DOCUMENTARY
778,788,"NUTTY PROFESSOR, THE (1996)",COMEDY
778,788,"NUTTY PROFESSOR, THE (1996)",FANTASY
778,788,"NUTTY PROFESSOR, THE (1996)",ROMANCE
778,788,"NUTTY PROFESSOR, THE (1996)",SCI-FI
779,789,"I, WORST OF ALL (YO, LA PEOR DE TODAS) (1990)",DRAMA
780,790,AN UNFORGETTABLE SUMMER (1994),DRAMA
781,791,"LAST KLEZMER: LEOPOLD KOZLOWSKI, HIS LIFE AND MUSIC, THE (1995)",DOCUMENTARY
782,792,"HUNGARIAN FAIRY TALE, A (1987)",FANTASY
783,793,MY LIFE AND TIMES WITH ANTONIN ARTAUD (EN COMPAGNIE D'ANTONIN ARTAUD) (1993),DRAMA
784,794,MIDNIGHT DANCERS (SIBAK) (1994),COMEDY
784,794,MIDNIGHT DANCERS (SIBAK) (1994),DRAMA
785,795,SOMEBODY TO LOVE (1994),DRAMA
786,796,"VERY NATURAL THING, A (1974)",DRAMA
787,797,"OLD LADY WHO WALKED IN THE SEA, THE (VIEILLE QUI MARCHAIT DANS LA MER, LA) (1991)",COMEDY
788,798,DAYLIGHT (1996),ACTION
788,798,DAYLIGHT (1996),ADVENTURE
788,798,DAYLIGHT (1996),THRILLER
789,799,"FRIGHTENERS, THE (1996)",COMEDY
789,799,"FRIGHTENERS, THE (1996)",HORROR
790,800,LONE STAR (1996),DRAMA
790,800,LONE STAR (1996),MYSTERY
791,801,HARRIET THE SPY (1996),CHILDREN'S
791,801,HARRIET THE SPY (1996),COMEDY
792,802,PHENOMENON (1996),DRAMA
792,802,PHENOMENON (1996),ROMANCE
793,803,WALKING AND TALKING (1996),ROMANCE
794,804,SHE'S THE ONE (1996),COMEDY
794,804,SHE'S THE ONE (1996),ROMANCE
795,805,"TIME TO KILL, A (1996)",DRAMA
796,806,AMERICAN BUFFALO (1996),DRAMA
797,807,"RENDEZVOUS IN PARIS (RENDEZ-VOUS DE PARIS, LES) (1995)",COMEDY
797,807,"RENDEZVOUS IN PARIS (RENDEZ-VOUS DE PARIS, LES) (1995)",ROMANCE
798,808,ALASKA (1996),ADVENTURE
798,808,ALASKA (1996),CHILDREN'S
799,809,FLED (1996),ACTION
799,809,FLED (1996),ADVENTURE
800,810,KAZAAM (1996),CHILDREN'S
800,810,KAZAAM (1996),COMEDY
800,810,KAZAAM (1996),FANTASY
801,811,"BEWEGTE MANN, DER (1994)",COMEDY
802,812,MAGIC HUNTER (1994),DRAMA
803,813,LARGER THAN LIFE (1996),COMEDY
804,814,"BOY CALLED HATE, A (1995)",DRAMA
805,815,POWER 98 (1995),ACTION
805,815,POWER 98 (1995),MYSTERY
805,815,POWER 98 (1995),THRILLER
806,816,TWO DEATHS (1995),DRAMA
807,818,"VERY BRADY SEQUEL, A (1996)",COMEDY
808,819,STEFANO QUANTESTORIE (1993),COMEDY
808,819,STEFANO QUANTESTORIE (1993),DRAMA
809,820,"DEATH IN THE GARDEN (MORT EN CE JARDIN, LA) (1956)",DRAMA
810,821,"CRUDE OASIS, THE (1995)",ROMANCE
811,822,HEDD WYN (1992),DRAMA
812,823,"COLLECTIONNEUSE, LA (1967)",DRAMA
813,824,KASPAR HAUSER (1993),DRAMA
814,825,ECHTE KERLE (1996),COMEDY
814,825,ECHTE KERLE (1996),ROMANCE
815,826,DIEBINNEN (1995),DRAMA
816,827,"CONVENT, THE (CONVENTO, O) (1995)",DRAMA
817,828,"ADVENTURES OF PINOCCHIO, THE (1996)",ADVENTURE
817,828,"ADVENTURES OF PINOCCHIO, THE (1996)",CHILDREN'S
818,829,JOE'S APARTMENT (1996),COMEDY
818,829,JOE'S APARTMENT (1996),MUSICAL
819,830,"FIRST WIVES CLUB, THE (1996)",COMEDY
820,831,STONEWALL (1995),DRAMA
821,832,RANSOM (1996),DRAMA
821,832,RANSOM (1996),THRILLER
822,833,HIGH SCHOOL HIGH (1996),COMEDY
823,834,PHAT BEACH (1996),COMEDY
824,835,FOXFIRE (1996),DRAMA
825,836,CHAIN REACTION (1996),ACTION
825,836,CHAIN REACTION (1996),ADVENTURE
825,836,CHAIN REACTION (1996),THRILLER
826,837,MATILDA (1996),CHILDREN'S
826,837,MATILDA (1996),COMEDY
827,838,EMMA (1996),COMEDY
827,838,EMMA (1996),DRAMA
827,838,EMMA (1996),ROMANCE
828,839,"CROW: CITY OF ANGELS, THE (1996)",ACTION
828,839,"CROW: CITY OF ANGELS, THE (1996)",THRILLER
829,840,HOUSE ARREST (1996),COMEDY
830,841,EYES WITHOUT A FACE (1959),HORROR
831,842,TALES FROM THE CRYPT PRESENTS: BORDELLO OF BLOOD (1996),HORROR
832,843,LOTTO LAND (1995),DRAMA
833,844,"STORY OF XINGHUA, THE (1993)",DRAMA
834,845,"DAY THE SUN TURNED COLD, THE (TIANGUO NIEZI) (1994)",DRAMA
835,846,FLIRT (1995),DRAMA
836,847,"BIG SQUEEZE, THE (1996)",COMEDY
836,847,"BIG SQUEEZE, THE (1996)",DRAMA
837,848,"SPITFIRE GRILL, THE (1996)",DRAMA
838,849,ESCAPE FROM L.A. (1996),ACTION
838,849,ESCAPE FROM L.A. (1996),ADVENTURE
838,849,ESCAPE FROM L.A. (1996),SCI-FI
838,849,ESCAPE FROM L.A. (1996),THRILLER
839,850,CYCLO (1995),CRIME
839,850,CYCLO (1995),DRAMA
840,851,BASQUIAT (1996),DRAMA
841,852,TIN CUP (1996),COMEDY
841,852,TIN CUP (1996),ROMANCE
842,853,DINGO (1992),DRAMA
843,854,"BALLAD OF NARAYAMA, THE (NARAYAMA BUSHIKO) (1958)",DRAMA
844,855,EVERY OTHER WEEKEND (1990),DRAMA
845,856,MILLE BOLLE BLU (1993),COMEDY
846,857,CROWS AND SPARROWS (1949),DRAMA
847,858,"GODFATHER, THE (1972)",ACTION
847,858,"GODFATHER, THE (1972)",CRIME
847,858,"GODFATHER, THE (1972)",DRAMA
848,859,"HIPPIE REVOLUTION, THE (1996)",DOCUMENTARY
849,860,"MAYBE, MAYBE NOT (BEWEGTE MANN, DER) (1994)",COMEDY
850,861,SUPERCOP (1992),ACTION
850,861,SUPERCOP (1992),THRILLER
851,862,MANNY & LO (1996),DRAMA
852,863,CELESTIAL CLOCKWORK (1994),COMEDY
853,864,"WIFE, THE (1995)",COMEDY
853,864,"WIFE, THE (1995)",DRAMA
854,865,SMALL FACES (1995),DRAMA
855,866,BOUND (1996),CRIME
855,866,BOUND (1996),DRAMA
855,866,BOUND (1996),ROMANCE
855,866,BOUND (1996),THRILLER
856,867,CARPOOL (1996),COMEDY
856,867,CARPOOL (1996),CRIME
857,868,DEATH IN BRUNSWICK (1991),COMEDY
858,869,KANSAS CITY (1996),CRIME
859,870,GONE FISHIN' (1997),COMEDY
860,871,LOVER'S KNOT (1996),COMEDY
861,872,AIQING WANSUI (1994),DRAMA
862,873,SHADOW OF ANGELS (SCHATTEN DER ENGEL) (1976),DRAMA
863,874,KILLER: A JOURNAL OF MURDER (1995),CRIME
863,874,KILLER: A JOURNAL OF MURDER (1995),DRAMA
864,875,NOTHING TO LOSE (1994),DRAMA
865,876,POLICE STORY 4: PROJECT S (CHAO JI JI HUA) (1993),ACTION
866,877,GIRLS TOWN (1996),DRAMA
867,878,BYE-BYE (1995),DRAMA
868,879,"RELIC, THE (1997)",HORROR
869,880,"ISLAND OF DR. MOREAU, THE (1996)",SCI-FI
869,880,"ISLAND OF DR. MOREAU, THE (1996)",THRILLER
870,881,FIRST KID (1996),CHILDREN'S
870,881,FIRST KID (1996),COMEDY
871,882,"TRIGGER EFFECT, THE (1996)",DRAMA
871,882,"TRIGGER EFFECT, THE (1996)",THRILLER
872,884,SWEET NOTHING (1995),DRAMA
873,885,BOGUS (1996),CHILDREN'S
873,885,BOGUS (1996),DRAMA
873,885,BOGUS (1996),FANTASY
874,886,BULLETPROOF (1996),ACTION
875,887,TALK OF ANGELS (1998),DRAMA
876,888,LAND BEFORE TIME III: THE TIME OF THE GREAT GIVING (1995),ANIMATION
876,888,LAND BEFORE TIME III: THE TIME OF THE GREAT GIVING (1995),CHILDREN'S
877,889,1-900 (1994),ROMANCE
878,890,BATON ROUGE (1988),THRILLER
879,891,HALLOWEEN: THE CURSE OF MICHAEL MYERS (1995),HORROR
879,891,HALLOWEEN: THE CURSE OF MICHAEL MYERS (1995),THRILLER
880,892,TWELFTH NIGHT (1996),COMEDY
880,892,TWELFTH NIGHT (1996),DRAMA
880,892,TWELFTH NIGHT (1996),ROMANCE
881,893,MOTHER NIGHT (1996),DRAMA
882,894,LIEBELEI (1933),ROMANCE
883,895,VENICE/VENICE (1992),DRAMA
884,896,WILD REEDS (1994),DRAMA
885,897,FOR WHOM THE BELL TOLLS (1943),ADVENTURE
885,897,FOR WHOM THE BELL TOLLS (1943),WAR
886,898,"PHILADELPHIA STORY, THE (1940)",COMEDY
886,898,"PHILADELPHIA STORY, THE (1940)",ROMANCE
887,899,SINGIN' IN THE RAIN (1952),MUSICAL
887,899,SINGIN' IN THE RAIN (1952),ROMANCE
888,900,"AMERICAN IN PARIS, AN (1951)",MUSICAL
888,900,"AMERICAN IN PARIS, AN (1951)",ROMANCE
889,901,FUNNY FACE (1957),COMEDY
889,901,FUNNY FACE (1957),MUSICAL
890,902,BREAKFAST AT TIFFANY'S (1961),DRAMA
890,902,BREAKFAST AT TIFFANY'S (1961),ROMANCE
891,903,VERTIGO (1958),MYSTERY
891,903,VERTIGO (1958),THRILLER
892,904,REAR WINDOW (1954),MYSTERY
892,904,REAR WINDOW (1954),THRILLER
893,905,IT HAPPENED ONE NIGHT (1934),COMEDY
894,906,GASLIGHT (1944),MYSTERY
894,906,GASLIGHT (1944),THRILLER
895,907,"GAY DIVORCEE, THE (1934)",COMEDY
895,907,"GAY DIVORCEE, THE (1934)",MUSICAL
895,907,"GAY DIVORCEE, THE (1934)",ROMANCE
896,908,NORTH BY NORTHWEST (1959),DRAMA
896,908,NORTH BY NORTHWEST (1959),THRILLER
897,909,"APARTMENT, THE (1960)",COMEDY
897,909,"APARTMENT, THE (1960)",DRAMA
898,910,SOME LIKE IT HOT (1959),COMEDY
898,910,SOME LIKE IT HOT (1959),CRIME
899,911,CHARADE (1963),COMEDY
899,911,CHARADE (1963),MYSTERY
899,911,CHARADE (1963),ROMANCE
899,911,CHARADE (1963),THRILLER
900,912,CASABLANCA (1942),DRAMA
900,912,CASABLANCA (1942),ROMANCE
900,912,CASABLANCA (1942),WAR
901,913,"MALTESE FALCON, THE (1941)",FILM-NOIR
901,913,"MALTESE FALCON, THE (1941)",MYSTERY
902,914,MY FAIR LADY (1964),MUSICAL
902,914,MY FAIR LADY (1964),ROMANCE
903,915,SABRINA (1954),COMEDY
903,915,SABRINA (1954),ROMANCE
904,916,ROMAN HOLIDAY (1953),COMEDY
904,916,ROMAN HOLIDAY (1953),ROMANCE
905,917,"LITTLE PRINCESS, THE (1939)",CHILDREN'S
905,917,"LITTLE PRINCESS, THE (1939)",DRAMA
906,918,MEET ME IN ST. LOUIS (1944),MUSICAL
907,919,"WIZARD OF OZ, THE (1939)",ADVENTURE
907,919,"WIZARD OF OZ, THE (1939)",CHILDREN'S
907,919,"WIZARD OF OZ, THE (1939)",DRAMA
907,919,"WIZARD OF OZ, THE (1939)",MUSICAL
908,920,GONE WITH THE WIND (1939),DRAMA
908,920,GONE WITH THE WIND (1939),ROMANCE
908,920,GONE WITH THE WIND (1939),WAR
909,921,MY FAVORITE YEAR (1982),COMEDY
910,922,SUNSET BLVD. (A.K.A. SUNSET BOULEVARD) (1950),FILM-NOIR
911,923,CITIZEN KANE (1941),DRAMA
912,924,2001: A SPACE ODYSSEY (1968),DRAMA
912,924,2001: A SPACE ODYSSEY (1968),MYSTERY
912,924,2001: A SPACE ODYSSEY (1968),SCI-FI
912,924,2001: A SPACE ODYSSEY (1968),THRILLER
913,925,GOLDEN EARRINGS (1947),ADVENTURE
913,925,GOLDEN EARRINGS (1947),ROMANCE
914,926,ALL ABOUT EVE (1950),DRAMA
915,927,"WOMEN, THE (1939)",COMEDY
916,928,REBECCA (1940),ROMANCE
916,928,REBECCA (1940),THRILLER
917,929,FOREIGN CORRESPONDENT (1940),THRILLER
918,930,NOTORIOUS (1946),FILM-NOIR
918,930,NOTORIOUS (1946),ROMANCE
918,930,NOTORIOUS (1946),THRILLER
919,931,SPELLBOUND (1945),MYSTERY
919,931,SPELLBOUND (1945),ROMANCE
919,931,SPELLBOUND (1945),THRILLER
920,932,"AFFAIR TO REMEMBER, AN (1957)",ROMANCE
921,933,TO CATCH A THIEF (1955),COMEDY
921,933,TO CATCH A THIEF (1955),ROMANCE
921,933,TO CATCH A THIEF (1955),THRILLER
922,934,FATHER OF THE BRIDE (1950),COMEDY
923,935,"BAND WAGON, THE (1953)",COMEDY
923,935,"BAND WAGON, THE (1953)",MUSICAL
924,936,NINOTCHKA (1939),COMEDY
924,936,NINOTCHKA (1939),ROMANCE
925,937,LOVE IN THE AFTERNOON (1957),COMEDY
925,937,LOVE IN THE AFTERNOON (1957),ROMANCE
926,938,GIGI (1958),MUSICAL
927,939,"RELUCTANT DEBUTANTE, THE (1958)",COMEDY
927,939,"RELUCTANT DEBUTANTE, THE (1958)",DRAMA
928,940,"ADVENTURES OF ROBIN HOOD, THE (1938)",ACTION
928,940,"ADVENTURES OF ROBIN HOOD, THE (1938)",ADVENTURE
929,941,"MARK OF ZORRO, THE (1940)",ADVENTURE
930,942,LAURA (1944),CRIME
930,942,LAURA (1944),FILM-NOIR
930,942,LAURA (1944),MYSTERY
931,943,"GHOST AND MRS. MUIR, THE (1947)",DRAMA
931,943,"GHOST AND MRS. MUIR, THE (1947)",ROMANCE
932,944,LOST HORIZON (1937),DRAMA
933,945,TOP HAT (1935),COMEDY
933,945,TOP HAT (1935),MUSICAL
933,945,TOP HAT (1935),ROMANCE
934,946,TO BE OR NOT TO BE (1942),COMEDY
934,946,TO BE OR NOT TO BE (1942),DRAMA
934,946,TO BE OR NOT TO BE (1942),WAR
935,947,MY MAN GODFREY (1936),COMEDY
936,948,GIANT (1956),DRAMA
937,949,EAST OF EDEN (1955),DRAMA
938,950,"THIN MAN, THE (1934)",MYSTERY
939,951,HIS GIRL FRIDAY (1940),COMEDY
940,952,AROUND THE WORLD IN 80 DAYS (1956),ADVENTURE
940,952,AROUND THE WORLD IN 80 DAYS (1956),COMEDY
941,953,IT'S A WONDERFUL LIFE (1946),DRAMA
942,954,MR. SMITH GOES TO WASHINGTON (1939),DRAMA
943,955,BRINGING UP BABY (1938),COMEDY
944,956,PENNY SERENADE (1941),DRAMA
944,956,PENNY SERENADE (1941),ROMANCE
945,957,"SCARLET LETTER, THE (1926)",DRAMA
946,958,LADY OF BURLESQUE (1943),COMEDY
946,958,LADY OF BURLESQUE (1943),MYSTERY
947,959,OF HUMAN BONDAGE (1934),DRAMA
948,960,ANGEL ON MY SHOULDER (1946),CRIME
948,960,ANGEL ON MY SHOULDER (1946),DRAMA
949,961,LITTLE LORD FAUNTLEROY (1936),DRAMA
950,962,THEY MADE ME A CRIMINAL (1939),CRIME
950,962,THEY MADE ME A CRIMINAL (1939),DRAMA
951,963,"INSPECTOR GENERAL, THE (1949)",MUSICAL
952,964,ANGEL AND THE BADMAN (1947),WESTERN
953,965,"39 STEPS, THE (1935)",THRILLER
954,966,"WALK IN THE SUN, A (1945)",DRAMA
955,967,"OUTLAW, THE (1943)",WESTERN
956,968,NIGHT OF THE LIVING DEAD (1968),HORROR
956,968,NIGHT OF THE LIVING DEAD (1968),SCI-FI
957,969,"AFRICAN QUEEN, THE (1951)",ACTION
957,969,"AFRICAN QUEEN, THE (1951)",ADVENTURE
957,969,"AFRICAN QUEEN, THE (1951)",ROMANCE
957,969,"AFRICAN QUEEN, THE (1951)",WAR
958,970,BEAT THE DEVIL (1954),COMEDY
958,970,BEAT THE DEVIL (1954),DRAMA
959,971,CAT ON A HOT TIN ROOF (1958),DRAMA
960,972,"LAST TIME I SAW PARIS, THE (1954)",DRAMA
961,973,MEET JOHN DOE (1941),DRAMA
962,974,ALGIERS (1938),DRAMA
962,974,ALGIERS (1938),ROMANCE
963,975,SOMETHING TO SING ABOUT (1937),COMEDY
963,975,SOMETHING TO SING ABOUT (1937),MUSICAL
964,976,"FAREWELL TO ARMS, A (1932)",ROMANCE
964,976,"FAREWELL TO ARMS, A (1932)",WAR
965,977,MOONLIGHT MURDER (1936),MYSTERY
966,978,"BLUE ANGEL, THE (BLAUE ENGEL, DER) (1930)",DRAMA
967,979,NOTHING PERSONAL (1995),DRAMA
967,979,NOTHING PERSONAL (1995),WAR
968,980,IN THE LINE OF DUTY 2 (1987),ACTION
969,981,DANGEROUS GROUND (1997),DRAMA
970,982,PICNIC (1955),DRAMA
971,983,MADAGASCAR SKIN (1995),ROMANCE
972,984,"POMPATUS OF LOVE, THE (1996)",COMEDY
972,984,"POMPATUS OF LOVE, THE (1996)",DRAMA
973,985,SMALL WONDERS (1996),DOCUMENTARY
974,986,FLY AWAY HOME (1996),ADVENTURE
974,986,FLY AWAY HOME (1996),CHILDREN'S
975,987,BLISS (1997),DRAMA
975,987,BLISS (1997),ROMANCE
976,988,GRACE OF MY HEART (1996),COMEDY
976,988,GRACE OF MY HEART (1996),DRAMA
977,989,SCHLAFES BRUDER (BROTHER OF SLEEP) (1995),DRAMA
978,990,MAXIMUM RISK (1996),ACTION
978,990,MAXIMUM RISK (1996),ADVENTURE
978,990,MAXIMUM RISK (1996),THRILLER
979,991,MICHAEL COLLINS (1996),DRAMA
979,991,MICHAEL COLLINS (1996),WAR
980,992,"RICH MAN'S WIFE, THE (1996)",THRILLER
981,993,INFINITY (1996),DRAMA
982,994,BIG NIGHT (1996),DRAMA
983,996,LAST MAN STANDING (1996),ACTION
983,996,LAST MAN STANDING (1996),DRAMA
983,996,LAST MAN STANDING (1996),WESTERN
984,997,CAUGHT (1996),DRAMA
984,997,CAUGHT (1996),THRILLER
985,998,SET IT OFF (1996),ACTION
985,998,SET IT OFF (1996),CRIME
986,999,2 DAYS IN THE VALLEY (1996),CRIME
987,1000,CURDLED (1996),CRIME
988,1001,"ASSOCIATE, THE (L'ASSOCIE)(1982)",COMEDY
989,1002,ED'S NEXT MOVE (1996),COMEDY
990,1003,EXTREME MEASURES (1996),DRAMA
990,1003,EXTREME MEASURES (1996),THRILLER
991,1004,"GLIMMER MAN, THE (1996)",ACTION
991,1004,"GLIMMER MAN, THE (1996)",THRILLER
992,1005,D3: THE MIGHTY DUCKS (1996),CHILDREN'S
992,1005,D3: THE MIGHTY DUCKS (1996),COMEDY
993,1006,"CHAMBER, THE (1996)",DRAMA
994,1007,"APPLE DUMPLING GANG, THE (1975)",CHILDREN'S
994,1007,"APPLE DUMPLING GANG, THE (1975)",COMEDY
994,1007,"APPLE DUMPLING GANG, THE (1975)",WESTERN
995,1008,"DAVY CROCKETT, KING OF THE WILD FRONTIER (1955)",WESTERN
996,1009,ESCAPE TO WITCH MOUNTAIN (1975),ADVENTURE
996,1009,ESCAPE TO WITCH MOUNTAIN (1975),CHILDREN'S
996,1009,ESCAPE TO WITCH MOUNTAIN (1975),FANTASY
997,1010,"LOVE BUG, THE (1969)",CHILDREN'S
997,1010,"LOVE BUG, THE (1969)",COMEDY
998,1011,HERBIE RIDES AGAIN (1974),ADVENTURE
998,1011,HERBIE RIDES AGAIN (1974),CHILDREN'S
998,1011,HERBIE RIDES AGAIN (1974),COMEDY
999,1012,OLD YELLER (1957),CHILDREN'S
999,1012,OLD YELLER (1957),DRAMA
1000,1013,"PARENT TRAP, THE (1961)",CHILDREN'S
1000,1013,"PARENT TRAP, THE (1961)",DRAMA
1001,1014,POLLYANNA (1960),CHILDREN'S
1001,1014,POLLYANNA (1960),COMEDY
1001,1014,POLLYANNA (1960),DRAMA
1002,1015,HOMEWARD BOUND: THE INCREDIBLE JOURNEY (1993),ADVENTURE
1002,1015,HOMEWARD BOUND: THE INCREDIBLE JOURNEY (1993),CHILDREN'S
1003,1016,"SHAGGY DOG, THE (1959)",CHILDREN'S
1003,1016,"SHAGGY DOG, THE (1959)",COMEDY
1004,1017,SWISS FAMILY ROBINSON (1960),ADVENTURE
1004,1017,SWISS FAMILY ROBINSON (1960),CHILDREN'S
1005,1018,THAT DARN CAT! (1965),CHILDREN'S
1005,1018,THAT DARN CAT! (1965),COMEDY
1005,1018,THAT DARN CAT! (1965),MYSTERY
1006,1019,"20,000 LEAGUES UNDER THE SEA (1954)",ADVENTURE
1006,1019,"20,000 LEAGUES UNDER THE SEA (1954)",CHILDREN'S
1006,1019,"20,000 LEAGUES UNDER THE SEA (1954)",FANTASY
1006,1019,"20,000 LEAGUES UNDER THE SEA (1954)",SCI-FI
1007,1020,COOL RUNNINGS (1993),COMEDY
1008,1021,ANGELS IN THE OUTFIELD (1994),CHILDREN'S
1008,1021,ANGELS IN THE OUTFIELD (1994),COMEDY
1009,1022,CINDERELLA (1950),ANIMATION
1009,1022,CINDERELLA (1950),CHILDREN'S
1009,1022,CINDERELLA (1950),MUSICAL
1010,1023,WINNIE THE POOH AND THE BLUSTERY DAY (1968),ANIMATION
1010,1023,WINNIE THE POOH AND THE BLUSTERY DAY (1968),CHILDREN'S
1011,1024,"THREE CABALLEROS, THE (1945)",ANIMATION
1011,1024,"THREE CABALLEROS, THE (1945)",CHILDREN'S
1011,1024,"THREE CABALLEROS, THE (1945)",MUSICAL
1012,1025,"SWORD IN THE STONE, THE (1963)",ANIMATION
1012,1025,"SWORD IN THE STONE, THE (1963)",CHILDREN'S
1013,1026,SO DEAR TO MY HEART (1949),CHILDREN'S
1013,1026,SO DEAR TO MY HEART (1949),DRAMA
1014,1027,ROBIN HOOD: PRINCE OF THIEVES (1991),DRAMA
1015,1028,MARY POPPINS (1964),CHILDREN'S
1015,1028,MARY POPPINS (1964),COMEDY
1015,1028,MARY POPPINS (1964),MUSICAL
1016,1029,DUMBO (1941),ANIMATION
1016,1029,DUMBO (1941),CHILDREN'S
1016,1029,DUMBO (1941),MUSICAL
1017,1030,PETE'S DRAGON (1977),ADVENTURE
1017,1030,PETE'S DRAGON (1977),ANIMATION
1017,1030,PETE'S DRAGON (1977),CHILDREN'S
1017,1030,PETE'S DRAGON (1977),MUSICAL
1018,1031,BEDKNOBS AND BROOMSTICKS (1971),ADVENTURE
1018,1031,BEDKNOBS AND BROOMSTICKS (1971),CHILDREN'S
1018,1031,BEDKNOBS AND BROOMSTICKS (1971),MUSICAL
1019,1032,ALICE IN WONDERLAND (1951),ANIMATION
1019,1032,ALICE IN WONDERLAND (1951),CHILDREN'S
1019,1032,ALICE IN WONDERLAND (1951),MUSICAL
1020,1033,"FOX AND THE HOUND, THE (1981)",ANIMATION
1020,1033,"FOX AND THE HOUND, THE (1981)",CHILDREN'S
1021,1034,FREEWAY (1996),CRIME
1022,1035,"SOUND OF MUSIC, THE (1965)",MUSICAL
1023,1036,DIE HARD (1988),ACTION
1023,1036,DIE HARD (1988),THRILLER
1024,1037,"LAWNMOWER MAN, THE (1992)",ACTION
1024,1037,"LAWNMOWER MAN, THE (1992)",SCI-FI
1024,1037,"LAWNMOWER MAN, THE (1992)",THRILLER
1025,1038,UNHOOK THE STARS (1996),DRAMA
1026,1039,SYNTHETIC PLEASURES (1995),DOCUMENTARY
1027,1040,"SECRET AGENT, THE (1996)",DRAMA
1028,1041,SECRETS & LIES (1996),DRAMA
1029,1042,THAT THING YOU DO! (1996),COMEDY
1030,1043,TO GILLIAN ON HER 37TH BIRTHDAY (1996),DRAMA
1030,1043,TO GILLIAN ON HER 37TH BIRTHDAY (1996),ROMANCE
1031,1044,SURVIVING PICASSO (1996),DRAMA
1032,1045,LOVE IS ALL THERE IS (1996),COMEDY
1032,1045,LOVE IS ALL THERE IS (1996),DRAMA
1033,1046,BEAUTIFUL THING (1996),DRAMA
1033,1046,BEAUTIFUL THING (1996),ROMANCE
1034,1047,"LONG KISS GOODNIGHT, THE (1996)",ACTION
1034,1047,"LONG KISS GOODNIGHT, THE (1996)",THRILLER
1035,1049,"GHOST AND THE DARKNESS, THE (1996)",ACTION
